Item Name,Design Name,Code,New Arrivals,Best Sellers,Promo Items,Rate,Status,Usage unit,Unit,Size,Sub Collection,Collection,Thickness
AK 14036KM - AICA HPL 4'x8' | GLOSSY DEEP ALASKA,GLOSSY DEEP ALASKA,AK 14036KM,FALSE,FALSE,FALSE,423000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,1.0mm
AK 14037CS98 - AICA HPL 4'x8' | DEEP ORIENTAL EBONY,DEEP ORIENTAL EBONY,AK 14037CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14037KM - AICA HPL 4'x8' | GLOSSY DEEP ORIENTAL EBONY,GLOSSY DEEP ORIENTAL EBONY,AK 14037KM,FALSE,FALSE,FALSE,423000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,1.0mm
AK 14038CG - AICA HPL 4'x8' | BIANCO CARRARA,BIANCO CARRARA,AK 14038CG,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14038CS83 - AICA HPL 4'x8' | BIANCO CARRARA,BIANCO CARRARA,AK 14038CS83,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14038CY34 - AICA HPL 4'x8' | PURE BIANCO CARRARA,PURE BIANCO CARRARA,AK 14038CY34,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14038KM - AICA HPL 4'x8' | BIANCO CARRARA GLOSSY,BIANCO CARRARA GLOSSY,AK 14038KM,FALSE,FALSE,FALSE,423000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,1.0mm
AK 14039CG - AICA HPL 4'x8' | LEAD LOOK,LEAD LOOK,AK 14039CG,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14039CY34 - AICA HPL 4'x8' | LEAD LOOK,LEAD LOOK,AK 14039CY34,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14040CG - AICA HPL 4'x8' | BROWN CANTY PEARL,BROWN CANTY PEARL,AK 14040CG,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14040CS83 - AICA HPL 4'x8' | BROWN CANTY PEARL,BROWN CANTY PEARL,AK 14040CS83,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14040KM - AICA HPL 4'x8' | BROWN CANTY PEARL,BROWN CANTY PEARL,AK 14040KM,FALSE,FALSE,FALSE,423000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,1.0mm
AK 14041CG - AICA HPL 4'x8' | BLACK CANTY PEARL,BLACK CANTY PEARL,AK 14041CG,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14041CS83 - AICA HPL 4'x8' | BLACK CANTY PEARL,BLACK CANTY PEARL,AK 14041CS83,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14041KM - AICA HPL 4'x8' | BLACK CANTY PEARL,BLACK CANTY PEARL,AK 14041KM,FALSE,FALSE,FALSE,423000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,1.0mm
AK 14042CS99 - AICA HPL 4'x8' | LIGHT BAMBOO GROVE,LIGHT BAMBOO GROVE,AK 14042CS99,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14043CS62 - AICA HPL 4'x8' | WHITE MINSTER LOVE SLEW,WHITE MINSTER LOVE SLEW,AK 14043CS62,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14044CS98 - AICA HPL 4'x8' | DEEP HERITAGE MAHOGANY,DEEP HERITAGE MAHOGANY,AK 14044CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14045CS98 - AICA HPL 4'x8' | WHITE QUARTZ WOOD,WHITE QUARTZ WOOD,AK 14045CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14046CS99 - AICA HPL 4'x8' | LIGHTGRAY CHANBERY LARCH,LIGHTGRAY CHANBERY LARCH,AK 14046CS99,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14047CS98 - AICA HPL 4'x8' | DEEP OCEAN EBONY,DEEP OCEAN EBONY,AK 14047CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14048KM - AICA HPL 4'x8' | GLOSSY MEDIUM NUTCHED WOOD,GLOSSY MEDIUM NUTCHED WOOD,AK 14048KM,FALSE,FALSE,FALSE,423000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,1.0mm
AK 14049CS99 - AICA HPL 4'x8' | DEEP BARK SIZE,DEEP BARK SIZE,AK 14049CS99,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14050CS99 - AICA HPL 4'x8' | NATURAL BARK SIZE,NATURAL BARK SIZE,AK 14050CS99,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14051CS99 - AICA HPL 4'x8' | LIGHT BARK SIZE,LIGHT BARK SIZE,AK 14051CS99,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14052KM - AICA HPL 4'x8' | LIGHT NEW WILD PEAR,LIGHT NEW WILD PEAR,AK 14052KM,FALSE,FALSE,FALSE,423000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,1.0mm
AK 14053CS62 - AICA HPL 4'x8' | WHITE TERRA FIRMA OAK,WHITE TERRA FIRMA OAK,AK 14053CS62,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14054CS98 - AICA HPL 4'x8' | DARK BRONCO BIRCH,DARK BRONCO BIRCH,AK 14054CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14055CS98 - AICA HPL 4'x8' | MEDIUM PHANTOM WOOD,MEDIUM PHANTOM WOOD,AK 14055CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14056CS98 - AICA HPL 4'x8' | DEEP PHANTOM WOOD,DEEP PHANTOM WOOD,AK 14056CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14057CS21 - AICA HPL 4'x8' | DARK BURNER CEDAR,DARK BURNER CEDAR,AK 14057CS21,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14058KM - AICA HPL 4'x8' | GLOSSY MEDIUM FINEVIEW ALDER,GLOSSY MEDIUM FINEVIEW ALDER,AK 14058KM,FALSE,FALSE,FALSE,423000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,1.0mm
AK 14059CS22 - AICA HPL 4'x8' | WHITE RASEN,WHITE RASEN,AK 14059CS22,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14060CS22 - AICA HPL 4'x8' | LIGHT GRAY RASEN,LIGHT GRAY RASEN,AK 14060CS22,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14061CS22 - AICA HPL 4'x8' | GRAY RASEN,GRAY RASEN,AK 14061CS22,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14062CS83 - AICA HPL 4'x8' | LIGHTGRAY LEGER STONE,LIGHTGRAY LEGER STONE,AK 14062CS83,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14062CY34 - AICA HPL 4'x8' | LIGHTGRAY LEGER STONE,LIGHTGRAY LEGER STONE,AK 14062CY34,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14063CS83 - AICA HPL 4'x8' | GRAY LEGER STONE,GRAY LEGER STONE,AK 14063CS83,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14063CY34 - AICA HPL 4'x8' | GRAY LEGER STONE,GRAY LEGER STONE,AK 14063CY34,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14064CS83 - AICA HPL 4'x8' | GRAY MOUNT METAL,GRAY MOUNT METAL,AK 14064CS83,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14065CS83 - AICA HPL 4'x8' | BROWN MOUNT METAL,BROWN MOUNT METAL,AK 14065CS83,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14067CS21 - AICA HPL 4'x8' | GRAY ENISHI,GRAY ENISHI,AK 14067CS21,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14068CS21 - AICA HPL 4'x8' | DARKGRAY ENISHI,DARKGRAY ENISHI,AK 14068CS21,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14069CS98 - AICA HPL 4'x8' | WHITE SPICA OAK,WHITE SPICA OAK,AK 14069CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14070CS98 - AICA HPL 4'x8' | DEEP SPICA OAK,DEEP SPICA OAK,AK 14070CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14070CY25 - AICA HPL 4'x8' | DEEP SPICA OAK,DEEP SPICA OAK,AK 14070CY25,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14071CS98 - AICA HPL 4'x8' | DARK SPICA OAK,DARK SPICA OAK,AK 14071CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14072CS62 - AICA HPL 4'x8' | LIGHT PIXIE OAK,LIGHT PIXIE OAK,AK 14072CS62,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14073CS98 - AICA HPL 4'x8' | GRAY CLASSIC BROWN WOOD,GRAY CLASSIC BROWN WOOD,AK 14073CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14074CS98 - AICA HPL 4'x8' | MEDIUM CLASSIC BROWN WOOD,MEDIUM CLASSIC BROWN WOOD,AK 14074CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14075CS98 - AICA HPL 4'x8' | DEEP CLASSIC BROWN WOOD,DEEP CLASSIC BROWN WOOD,AK 14075CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14076CS22 - AICA HPL 4'x8' | BELLA,BELLA,AK 14076CS22,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14077CS89 - AICA HPL 4'x8' | BROWN VINTAGE LEATHER,BROWN VINTAGE LEATHER,AK 14077CS89,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14078CS89 - AICA HPL 4'x8' | DARK VINTAGE LEATHER,DARK VINTAGE LEATHER,AK 14078CS89,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14079CS98 - AICA HPL 4'x8' | MEDIUM SANTA EUCALYPTUS,MEDIUM SANTA EUCALYPTUS,AK 14079CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14080CS98 - AICA HPL 4'x8' | DEEP NONET WALNUT,DEEP NONET WALNUT,AK 14080CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14081CS98 - AICA HPL 4'x8' | DARK NONET WALNUT,DARK NONET WALNUT,AK 14081CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14081CY33 - AICA HPL 4'x8' | DARK NONET WALNUT,DARK NONET WALNUT,AK 14081CY33,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14082CS62 - AICA HPL 4'x8' | WHITE LEAF PINE,WHITE LEAF PINE,AK 14082CS62,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14083CS62 - AICA HPL 4'x8' | LIGHT LEAF PINE,LIGHT LEAF PINE,AK 14083CS62,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14084CS99 - AICA HPL 4'x8' | LIGHT WHITE COMPILE WOOD,LIGHT WHITE COMPILE WOOD,AK 14084CS99,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14085CS16 - AICA HPL 4'x8' | MEDIUM WHITE COMPILE WOOD,MEDIUM WHITE COMPILE WOOD,AK 14085CS16,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14085CS99 - AICA HPL 4'x8' | MEDIUM WHITE COMPILE WOOD,MEDIUM WHITE COMPILE WOOD,AK 14085CS99,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14086CS98 - AICA HPL 4'x8' | MEDIUM TROPICAL WOOD,MEDIUM TROPICAL WOOD,AK 14086CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14087CS98 - AICA HPL 4'x8' | DEEP TROPICAL WOOD,DEEP TROPICAL WOOD,AK 14087CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14088CS99 - AICA HPL 4'x8' | MEDIUM TAHITIAN WOOD,MEDIUM TAHITIAN WOOD,AK 14088CS99,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14089CS83 - AICA HPL 4'x8' | NINJA,NINJA,AK 14089CS83,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14090CS98 - AICA HPL 4'x8' | LIGHT ABENITA MAPLE,LIGHT ABENITA MAPLE,AK 14090CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14091CS62 - AICA HPL 4'x8' | DEEP AMAZONE ROSE,DEEP AMAZONE ROSE,AK 14091CS62,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14092CS98 - AICA HPL 4'x8' | WHITE MODE WALNUT,WHITE MODE WALNUT,AK 14092CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14093CS98 - AICA HPL 4'x8' | MEDIUM MODE WALNUT,MEDIUM MODE WALNUT,AK 14093CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14093CY25 - AICA HPL 4'x8' | MEDIUM MODE WALNUT,MEDIUM MODE WALNUT,AK 14093CY25,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14094CS98 - AICA HPL 4'x8' | DEEP MODE WALNUT,DEEP MODE WALNUT,AK 14094CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14094CY25 - AICA HPL 4'x8' | DEEP MODE WALNUT,DEEP MODE WALNUT,AK 14094CY25,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14095CS98 - AICA HPL 4'x8' | DARK MODE WALNUT,DARK MODE WALNUT,AK 14095CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14095CY33 - AICA HPL 4'x8' | DARK MODE WALNUT,DARK MODE WALNUT,AK 14095CY33,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14096CS16 - AICA HPL 4'x8' | LIGHT BROWN ASH,LIGHT BROWN ASH,AK 14096CS16,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14097CS16 - AICA HPL 4'x8' | MEDIUM BROWN ASH,MEDIUM BROWN ASH,AK 14097CS16,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14098CS16 - AICA HPL 4'x8' | DARK BROWN ASH,DARK BROWN ASH,AK 14098CS16,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14099CS21 - AICA HPL 4'x8' | LIGHT BLACK PAULOWNIA YOKO,LIGHT BLACK PAULOWNIA YOKO,AK 14099CS21,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14100CN74 - AICA HPL 4'x8' | WHITE MOCHA WOOD YOKO,WHITE MOCHA WOOD YOKO,AK 14100CN74,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14100KM - AICA HPL 4'x8' | GLOSSY WHITE MOCHA WOOD YOKO,GLOSSY WHITE MOCHA WOOD YOKO,AK 14100KM,FALSE,FALSE,FALSE,423000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,1.0mm
AK 14101CN74 - AICA HPL 4'x8' | LIGHT MOCHA WOOD YOKO,LIGHT MOCHA WOOD YOKO,AK 14101CN74,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14101KM - AICA HPL 4'x8' | GLOSSY LIGHT MOCHA WOOD YOKO,GLOSSY LIGHT MOCHA WOOD YOKO,AK 14101KM,FALSE,FALSE,FALSE,423000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,1.0mm
AK 14102CN74 - AICA HPL 4'x8' | MEDIUM MOCHA WOOD YOKO,MEDIUM MOCHA WOOD YOKO,AK 14102CN74,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14102KM - AICA HPL 4'x8' | GLOSSY MEDIUM MOCHA WOOD YOKO,GLOSSY MEDIUM MOCHA WOOD YOKO,AK 14102KM,FALSE,FALSE,FALSE,423000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,1.0mm
AK 14105CS62 - AICA HPL 4'x8' | COORS MASA,COORS MASA,AK 14105CS62,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14106CS90 - AICA HPL 4'x8' | WHITE NEVADA OAK YOKO,WHITE NEVADA OAK YOKO,AK 14106CS90,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14107CN74 - AICA HPL 4'x8' | LOVE ZEBRA MASA YOKO,LOVE ZEBRA MASA YOKO,AK 14107CN74,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14108CS98 - AICA HPL 4'x8' | LUXURY ELM,LUXURY ELM,AK 14108CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14108CY33 - AICA HPL 4'x8' | LUXURY ELM,LUXURY ELM,AK 14108CY33,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14109CS62 - AICA HPL 4'x8' | DEEP FIELD OAK,DEEP FIELD OAK,AK 14109CS62,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14110CS98 - AICA HPL 4'x8' | GRAY BERRY TEAK,GRAY BERRY TEAK,AK 14110CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14110CY33 - AICA HPL 4'x8' | GRAY BERRY TEAK,GRAY BERRY TEAK,AK 14110CY33,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14111CS98 - AICA HPL 4'x8' | DEEP SPOERRI KARIN,DEEP SPOERRI KARIN,AK 14111CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14114CS16 - AICA HPL 4'x8' | LIGHT WHITE PINE OAK,LIGHT WHITE PINE OAK,AK 14114CS16,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14116CS98 - AICA HPL 4'x8' | BROWN MODE WALNUT,BROWN MODE WALNUT,AK 14116CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14117CS98 - AICA HPL 4'x8' | LIGHT MODE WALNUT,LIGHT MODE WALNUT,AK 14117CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14117CY25 - AICA HPL 4'x8' | LIGHT MODE WALNUT,LIGHT MODE WALNUT,AK 14117CY25,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14118CS98 - AICA HPL 4'x8' | LIGHT FAMILY ELM,LIGHT FAMILY ELM,AK 14118CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14120CS98 - AICA HPL 4'x8' | DEEP MASTER TEAK,DEEP MASTER TEAK,AK 14120CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14121CS98 - AICA HPL 4'x8' | DEEP MAESTRO PLUM,DEEP MAESTRO PLUM,AK 14121CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14122CS62 - AICA HPL 4'x8' | DEEP WITHER PINE,DEEP WITHER PINE,AK 14122CS62,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14123CS21 - AICA HPL 4'x8' | WHITE CRACK PINE,WHITE CRACK PINE,AK 14123CS21,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14125CS62 - AICA HPL 4'x8' | PALE FRAME WOOD PAINT,PALE FRAME WOOD PAINT,AK 14125CS62,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14126CS98 - AICA HPL 4'x8' | LIGHT MANHATTAN WALNUT,LIGHT MANHATTAN WALNUT,AK 14126CS98,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14126CY25 - AICA HPL 4'x8' | LIGHT MANHATTAN WALNUT,LIGHT MANHATTAN WALNUT,AK 14126CY25,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14127CS16 - AICA HPL 4'x8' | NATURAL SMOOTH ASH,NATURAL SMOOTH ASH,AK 14127CS16,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14128CS16 - AICA HPL 4'x8' | DARK SMOOTH ASH,DARK SMOOTH ASH,AK 14128CS16,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14129CS16 - AICA HPL 4'x8' | WHITE MASTER OAK,WHITE MASTER OAK,AK 14129CS16,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14129CY33 - AICA HPL 4'x8' | WHITE MASTER OAK,WHITE MASTER OAK,AK 14129CY33,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14130CS16 - AICA HPL 4'x8' | NATURAL MASTER OAK,NATURAL MASTER OAK,AK 14130CS16,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
AK 14131CS16 - AICA HPL 4'x8' | MEDIUM MASTER OAK,MEDIUM MASTER OAK,AK 14131CS16,FALSE,FALSE,FALSE,368000,Active,sht,Sheet,1220 x 2440 mm,Decor Pattern,Decor Pattern,0.8mm
